Loc,Loc Name,Loc St Abbrev,Loc Cnty,Loc Zone,Dir Flo,Loc Stat Ind,Loc Type Ind,Eff Date,Inact Date,TSP,TSP Name,TSP FERC CID,Update D/T,Up/Dn Ind,Up/Dn Name,Up/Dn ID,Up/Dn ID Prop,Up/Dn FERC CID Ind,Up/Dn FERC CID,Up/Dn Loc,Up/Dn Loc Name
75051,DOMINION TRANSMISSION A-FRANKLIN (D73051/R76051),PA,FRANKLIN,3,B,A,INT,"	20040614",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:38,Y,"DOMINION ENERGY TRANSMISSION, INC.","	116025180",,Y,C000160,"	40202",TET-CHAMBERSBURG (PL1)
75055,COLUMBIA GAS - DELMONT (BIDIR 73655/70055),PA,WESTMORELAND,2,B,A,INT,"	20091101",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:37,Y,"COLUMBIA GAS TRANSMISSION, LLC","	054748041",,Y,C000306,"	C16",DELMONT-36
75061,DOMINION TRANSMISSION FRANKLIN REC76061/DEL73061,PA,FRANKLIN,3,B,A,INT,"	20040614",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:38,Y,"DOMINION ENERGY TRANSMISSION, INC.","	116025180",,Y,C000160,"	40202",TET-CHAMBERSBURG (PL1)
75078,"GULF SOUTH - CASTOR, LA-(D70078/R76078)",LA,BIENVILLE,ETX,B,A,INT,"	19500324",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:22,Y,"GULF SOUTH PIPELINE COMPANY, LP","	078444247",,Y,C000591,"	4551",CASTOR STATION (FROM TET)
75082,"DTI - OAKFORD, PA-(D70082/R76082)",PA,WESTMORELAND,2,B,A,STR,"	19511002",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:37,Y,"DOMINION ENERGY TRANSMISSION, INC.","	116025180",,Y,C000160,"	40208",TET-OAKFORD
75111,EQM GATHERING - BONNETHEAD (BI-DI D 74110/R 74111),PA,GREENE,2,B,A,INT,"	20200520",,"	007932908","Texas Eastern Transmission, LP",C000094,20200618 12:06:25,Y,"EQM GATHERING OPCO, LLC","	080418818",,N,,,
75188,DTI - LEIDY STORAGE #2-(D73188/R76188),PA,CLINTON,3,B,A,STR,"	19981114",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:39,Y,"DOMINION ENERGY TRANSMISSION, INC.","	116025180",,Y,C000160,"	40206",TET - LEIDY
75258,MAGIC VALLEY PL-CALPINE-POWER PROJECT(D73258/R73259),TX,HIDALGO,STX,B,A,END,"	20040614",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,MAGIC VALLEY PIPELINE L.P.,"	068408444",,Y,C000381,"	75258/75259",MAGIC VALLEY PL - CALPINE - POWER PROJECT
75275,"CARNEGIE NATURAL GAS - WAYNESBURG, PA-(D71275/R76275)",PA,GREENE,2,B,A,INT,"	19641121",,"	007932908","Texas Eastern Transmission, LP",C000094,20200521 12:30:10,Y,CARNEGIE NATURAL GAS COMPANY,"	007911613",,N,,,
75300,KINDER MORGAN TEJAS - CLEAR LK. STOR-(D73299/R73300),TX,HARRIS,STX,B,A,INT,"	19511002",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 14:57:11,Y,KINDER MORGAN TEJAS PIPELINE LLC,"	879826576",,Y,C000434,"	40906/40907",WCL STRGE TO TETCO SALES-DELV HARRI/TETCO TO WCL STORAGE INL-RECPT HARR
75301,CALPINE BAYER PWR. PLANT-(D73301/R76301),TX,CHAMBERS,STX,B,A,END,"	19981114",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,CALPINE CORPORATION,"	112710876",,N,,,
75332,EGAN GAS STORAGE (73331 INJ/73332 WD),LA,EVANGELINE,WLA,B,A,STR,"	20011103",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:08,Y,"EGAN HUB STORAGE, LLC","	835460478",,Y,C000086,"	45115","TEXAS EASTERN - STORAGE, LA (D40116/R40115)"
75333,"CENAGAS - REYNOSA, MX (D70333/R76333)",TX,HIDALGO,STX,B,A,INT,"	19570815",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:23,Y,CENTRO NACIONAL DE CONTROL DEL GAS NATURAL,"	","	0000030537",N,,,
75475,"ETC - DESOTO PIPELINE, LP - (D70475/R76475)",TX,WALLER,STX,B,A,INT,"	19851204",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:23,Y,"ETC KATY PIPELINE, LTD.","	","	0000030505",Y,C001005,"	2153100A",TETCO WALLER OMV GROUP
75506,COLUMBIA GULF- ADAIR CO. KY (D73806/R73506),KY,ADAIR,2,B,A,INT,"	20130710",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:24,Y,"COLUMBIA GULF TRANSMISSION, LLC","	007854581",,Y,C000307,"	3194","TETCO/ADAIR CO., KY RECEIPT"
75524,"PINE PRAIRIE STORAGE-INJ/WD -EVANGELINE,LA (D73524/R73525)",LA,EVANGELINE,WLA,B,A,STR,"	20080723",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"PINE PRAIRIE ENERGY CENTER, LLC","	187408526",,Y,C001058,"	73525/73524",TETCO_WLA
75525,"TEXAS GAS TRANSMISSION - EUNICE, LA-(D70525/R76525",LA,EVANGELINE,WLA,B,A,INT,"	19581007",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:23,Y,"TEXAS GAS TRANSMISSION,LLC","	115972101",,Y,C000592,"	8107",TEXAS EASTERN-EVANGELINE
75533,"CAMERON INTERSTATE P/L LLC- BEAUREGARD PSH., LA- (73533/73534)",LA,BEAUREGARD,WLA,B,A,STR,"	20070301",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,CAMERON INTERSTATE PIPELINE LLC,"	790555689",,Y,C001157,"	624723",TEXAS_EASTERN
75553,BOBCAT STORAGE - (D73553/R73554),LA,ST LANDRY,ELA,B,A,STR,"	20081101",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,Y,"PORT BARRE INVESTMENTS, LLC D/B/A BOBCAT GAS STORAGE","	614834559",,Y,C001706,"	45401",TEXAS EASTERN - STORAGE (R-INJ 40401/D-WTD 40402)
75558,TRES PALACIOS GAS STORGE - 73558D(INJ)/73559R(WTD),TX,MATAGORDA,STX,B,A,STR,"	20081205",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,Y,TRES PALACIOS GAS STORAGE LLC,"	791204600",,Y,C001337,"	TPGS1120B",TEXAS_EASTERN
75570,MILLENNLUM/SOUTHLAND (R73571/D73570),TX,ANGELINA,ETX,B,I,WHD,,"	20180822","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:01,Y,REGENCY DESOTO-HESCO SERVICES LLC,"	968410246",,N,,,
75577,"COLUMBIA GAS - PENNSBURG, PA (D70577/R76577)",PA,BUCKS,3,B,A,INT,"	19590609",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:45,Y,"COLUMBIA GAS TRANSMISSION, LLC","	054748041",,Y,C000306,"	C23",PENNSBURG-23
75578,MONROE GAS STORAGE - (D73578/R73579),MS,MONROE,1,B,A,STR,"	20090422",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,Y,"MONROE GAS STORAGE COMPANY, LLC","	790550920",,Y,C001591,"	75578",TETCO
75583,SESH (D73584/R73583),MS,COPIAH,ELA,B,A,INT,"	20080729",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:13,Y,"SOUTHEAST SUPPLY HEADER, LLC","	808264746",,Y,C001203,"	83005/83105",SESH FROM TE AT 73583/SESH TO TE AT 73584
75605,STECKMAN RIDGE (73605D INJ/73606R WTD),PA,BEDFORD,3,B,A,STR,"	20090317",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:40,Y,"STECKMAN RIDGE, LP","	827593182",,Y,C000093,"	46505","STECKMAN RIDGE - TE, PA (R46605/D46606)"
75614,BOARDWALK STORAGE COMPANY LLC STORAGE -INJ/WD,LA,IBERVILLE,ELA,B,A,STR,"	20090701",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,Y,"BOARDWALK STORAGE COMPANY, LLC","	078657183",,Y,C001262,"	23137/23138",TEXAS EASTERN DELIVERY (TO TETLP)/TEXAS EASTERN RECEIPT (FROM TETLP)
75628,BRIDGELINE - TALLYHO (D72628/R76628),LA,IBERVILLE,ELA,B,A,INT,"	19890322",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"BRIDGELINE HOLDINGS, L.P.","	","	0000026165",Y,C000826,"	847763/847031",TALLY HO (DELIVERY FROM TETCO)/TALLO HO (RECEIPT FROM TETCO)
75660,"NISOURCE MIDSTREAM SERVCS-DRY RIDGE-GREENE CO.,PA(D)73660/(R)73661",PA,GREENE,2,B,A,WHD,"	20110414",,"	007932908","Texas Eastern Transmission, LP",C000094,20200603 17:20:31,Y,"UGI APPALACHIA, LLC","	079907681",,N,,,
75661,"ENERGY SUPPLY CONSULTANT - WHITE CO., IL-(D72661/R",IL,WHITE,1,B,A,LDC,"	19890601",,"	007932908","Texas Eastern Transmission, LP",C000094,20200821 13:13:30,Y,EGYPTIAN GAS STORAGE CORP.,"	074087651",,N,,,
75662,GOLDEN TRIANGLE STORAGE D73662/R73663,TX,ORANGE,WLA,B,A,STR,"	20100913",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,Y,"GOLDEN TRIANGLE STORAGE, INC.","	808627587",,Y,C001774,"	6014",TEXAS EASTERN TRANSMISSION
75672,"FLORIDA GAS - KROTZ SPRINGS, LA (D71672/R76672)",LA,ST LANDRY,ELA,B,A,INT,"	19740717",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:23,Y,"FLORIDA GAS TRANSMISSION COMPANY, LLC","	006924518",,Y,C000255,"	94478",FLORIDA GAS KROTZ SPRINGS
75688,REGENCY GAS - BIENVILLE PA. LA-(D72688/R76688),LA,BIENVILLE,ETX,B,A,INT,"	19900120",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"REGRENCY GAS SERVICES, LLC.","	","	0000027896",N,,,
75709,UGI - LNG TEMPLE (BI-DIR 73709/76709),PA,BERKS,3,B,A,LNG,"	20111129",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:44,Y,"UGI UTILITIES, INC.","	799376595",,Y,C008951,"	",
75720,"NATIONAL FUEL-HOLBROOK GREENE CO., PA (D73720/R76720)",PA,GREENE,2,B,A,INT,"	20111017",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:32,Y,NATIONAL FUEL GAS SUPPLY CORPORATION,"	007912959",,Y,C000046,"	70015",HOLBROOK
75773,MOSS BLUFF GAS STRG-CHAMBERS CO. TX-(D7277,TX,CHAMBERS,STX,B,A,STR,"	19901116",,"	007932908","Texas Eastern Transmission, LP",C000094,20200831 10:38:01,Y,"MOSS BLUFF HUB, LLC","	031369874",,Y,C000089,"	45207","TETCO - STORAGE, TX (D40208/R40207)"
75778,"ATMOS TEXAS - LONE STAR GAS  - WALLER, TX-(D72778/R76778)",TX,WALLER,STX,B,A,INT,"	19910104",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,ATMOS PIPELINE-TEXAS(DIV.OF ATMOS ENERGY CORP.),"	","	0000027973",Y,C001019,"	17688301",TETCO - WALLER
75821,"DTI - N. SUMMIT STORAGE - FAYETTE CO., PA (D72821/R72822)",PA,FAYETTE,2,B,A,STR,"	19910801",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:43,Y,"DOMINION ENERGY TRANSMISSION, INC.","	116025180",,Y,C000160,"	40217",TET-NORTH SUMMIT
75858,"COPANO PIPELINE - MONTGOMEREY CO., TX (D72858/R76858)",TX,MONTGOMERY,STX,B,I,INT,,"	20191023","	007932908","Texas Eastern Transmission, LP",C000094,20191023 07:20:31,Y,COPANO PIPELINES/UPPER GULF COAST LP,"	","	0000024799",N,,,
75865,"THREE RIVERS PIPELINE CO. - INDIANA CO., PA (D7286",PA,INDIANA,3,B,I,INT,,"	20180905","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:39,Y,THREE RIVERS PIPELINE,"	","	0000007654",N,,,
75866,"CHENIERE LNG, BEAUREGARD PA,LA (D-73866/R-73566)",LA,BEAUREGARD,WLA,B,A,LNG,"	20080703",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 14:47:51,Y,"CHENIERE CREOLE TRAIL PIPELINE, L.P.","	","	0000028863",Y,C001506,"	CT109413",GILLIS-TETCO-R
75868,DTI - CRAYNE REC- (REC72868/DEL76868),PA,GREENE,2,B,A,INT,"	20040824",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:34,Y,"DOMINION ENERGY TRANSMISSION, INC.","	116025180",,Y,C000160,"	40218",TET - CRAYNE FARM
75872,"CENTANA INTRA P/L, STORAGE - JEFFERSON, CO. (72872",TX,JEFFERSON,STX,B,A,INT,"	19921210",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:24,Y,"CENTANA INTRASTATE PIPELINE, LLC","	557107638",,Y,C000113,"	77435/77438",TETCO STX (RECEIPT)/TETCO STX (DELIVERY)
75884,"EQT QVC STEIGER RIDGE ROAD, MONROE CO, OH (D73884/R73885)",OH,MONROE,2,B,A,INT,"	20171213",,"	007932908","Texas Eastern Transmission, LP",C000094,20190730 14:14:47,Y,"EQUITRANS, LP","	189569585",,Y,C000095,"	73884/73885",STEIGER RIDGE ROAD IC - TO EQT/STEIGER RIDGE ROAD IC - TO TETCO
75891,GULF SOUTH/COASTAL BEND DELIVERY CR 206 (D-73891/R76891),TX,JACKSON,STX,B,A,INT,"	20170915",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,Y,"GULF SOUTH PIPELINE COMPANY, LP","	078444247",,Y,C000591,"	024321/024322",JACKSON COUNTY TX (TO TETLP)/JACKSON COUNTY TX (FROM TETLP)
75897,"PEOPLES GAS - BEAVER RUN ROAD, DELMONT, PA (R 76897/D 73897)",PA,WESTMORELAND,2,B,A,LDC,"	20170602",,"	007932908","Texas Eastern Transmission, LP",C000094,20200805 11:53:13,Y,PEOPLES NATURAL GAS COMPANY LLC,"	007916208",,Y,C002105,"	75897","BEAVER RUN ROAD, DELMONT, PA"
75917,TETLP/POMELO INTERCONNECT WITH VCP (DEL 73916/REC 73917),TX,NUECES,STX,B,A,INT,"	20191213",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:26,N,,"	",,N,,,
75919,"TRANSCO - BELLE MEADE, NJ (D70919/R76919)",NJ,SOMERSET,3,B,A,INT,"	19610819",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:47,Y,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC","	007933021",,Y,C000654,"	1006154",LAMBERTVILLE-TETCO
75931,DTI - LEIDY STORAGE (D70931/R76931),PA,CLINTON,3,B,A,STR,"	19930601",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:39,Y,"DOMINION ENERGY TRANSMISSION, INC.","	116025180",,Y,C000160,"	40206",TET-LEIDY
75977,"NATIONAL FUEL - CLINTON,PA (72977-D,72978-R)",PA,CLINTON,3,B,A,INT,"	19940711",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:39,Y,NATIONAL FUEL GAS SUPPLY CORPORATION,"	007912959",,Y,C000046,"	75578",TETCO
76025,"ATMOS ENERGY, TN (B/D 73025)",TN,WILLIAMSON,1,R,A,WHD,"	19961120",,"	007932908","Texas Eastern Transmission, LP",C000094,20200316 14:24:43,Y,"SYMMETRY ENERGY SOLUTIONS, LLC","	838611739",,N,,,
76087,"ALGONQUIN - LAMBERTVILLE, NJ (RECEIPT)",NJ,HUNTERDON,3,R,A,INT,"	20000602",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:46,Y,"ALGONQUIN GAS TRANSMISSION, LLC","	006951446",,Y,C000084,"	02210","LAMBERTVILLE DELIVERY (HUNTERDON, NJ)"
76298,"EAST TENNESSEE GAS - MT. PLEASANT,TN-REC (B/D71298)",TN,GILES,1,R,A,INT,"	20020315",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:20,Y,"EAST TENNESSEE NATURAL GAS, LLC","	007921323",,Y,C000085,"	59229","EAST TN GAS - MT. PLEASANT, TN -DEL (B/D 59329)"
76543,WC BLK 543,LA,WEST CAMERON-SOUTH,WLA,D,I,INT,,"	20160815","	007932908","Texas Eastern Transmission, LP",C000094,20161128 06:29:38,Y,"STINGRAY PIPELINE COMPANY, LLC","	","	0000027179",Y,C000412,"	N/A",WE BLK 543
76580,"SOUTHCROSS MISSISSIPPI PIPELINE, LP- HINDS, MS - DEL (B/D 7",MS,HINDS,ELA,R,A,INT,"	19960122",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,THIRD COAST MISSISSIPPI LLC,"	117360182",,Y,C001029,"	012247",TEXAS EASTERN 10 MM PURCHASE/CUSTOD
76594,WC 594,LA,WEST CAMERON-SOUTH,WLA,D,I,INT,,"	20160815","	007932908","Texas Eastern Transmission, LP",C000094,20161128 06:29:38,Y,"COLUMBIA GULF TRANSMISSION, LLC","	007854581",,Y,C000307,"	9600594 (INACTIVE)",STINGRAY-WC 594SSDP
76609,"WILLIAMS ENERGY LLC - LAFOURCHE PSH., LA-REC",LA,LAFOURCHE,ELA,R,A,WHD,"	19951121",,"	007932908","Texas Eastern Transmission, LP",C000094,20200804 16:58:41,Y,DISCOVERY GAS TRANSMISSION LLC,"	","	0000025649",Y,C001031,"	41005",LAROSE RESIDUE TO TXS EAST
76671,"PEOPLES NAT - RAGER MOUNTAIN, PA (REC.)",PA,CAMBRIA,3,R,A,WHD,"	20040102",,"	007932908","Texas Eastern Transmission, LP",C000094,20200114 14:20:36,Y,"EQUITRANS, LP","	189569585",,Y,C000095,"	76671",RAGER (TETCO)
76840,AGT TO TE HANOVER,NJ,MORRIS,3,R,A,INT,"	20131030",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:46,Y,"ALGONQUIN GAS TRANSMISSION, LLC","	006951446",,Y,C000084,"	00840",AGT TO TE HANOVER
76865,"EQT PENNVIEW, INDIANA CO., PA - REC (B/D 72865)",PA,INDIANA,3,R,I,OTH,,"	20180905","	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:39,Y,THREE RIVERS PIPELINE,"	","	0000007654",N,,,
76890,"LOUISIANA INTRASTATE GAS - IBERVILLE PSH.,LA - REC",LA,IBERVILLE,ELA,R,A,INT,"	19961113",,"	007932908","Texas Eastern Transmission, LP",C000094,20200706 16:35:25,Y,"ENLINK LIG, LLC","	","	0000030276",Y,C001142,"	9120",TETCO WHITE CASTLE
76903,"ANR, DEL- GLEN KARN, OH",OH,DARKE,2,D,A,INT,"	20131101",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 15:16:53,Y,ANR PIPELINE COMPANY,"	006958581",,Y,C000623,"	1389630",LEBANON/GLEN KARN REC
76910,"DOMINION ENERGY TRANSMISSION, INC - LEBANON, WARREN CO, OH",OH,WARREN,2,R,A,INT,"	20131101",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:27,Y,"DOMINION ENERGY TRANSMISSION, INC.","	116025180",,Y,C000160,"	40501",TET - LEBANON LATERAL
78200,AGT MAINLINE (NJ-NY),NY,ROCKLAND,3,R,A,INT,"	20131101",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:45,Y,"ALGONQUIN GAS TRANSMISSION, LLC","	006951446",,Y,C000084,"	99200",NJ-NY MAINLINE
78201,MAHWAH,NJ,BERGEN,3,R,A,INT,"	20131101",,"	007932908","Texas Eastern Transmission, LP",C000094,20200824 15:50:40,Y,"TENNESSEE GAS PIPELINE COMPANY,  L.L.C.","	001939164",,Y,C000020,"	420207",AGT/TGP MAHWAH NEW JERSEY BERGEN
78214,RAMAPO,NY,ROCKLAND,3,R,A,INT,"	20131101",,"	007932908","Texas Eastern Transmission, LP",C000094,20200521 09:54:36,Y,"COLUMBIA GAS TRANSMISSION, LLC","	054748041",,Y,C000306,"	633395",ALGONQUIN - RAMAPO/AGT MLP DELIVERIES TO AGT
79023,DELMARVA- FOR NOMINATIONS PURPOSES,PA,CHESTER,3,R,I,END,,"	20170119","	007932908","Texas Eastern Transmission, LP",C000094,20170119 17:09:54,Y,DELMARVA POWER & LIGHT COMPANY,"	006918882",,N,,,
79033,"ASSOC. NATURAL - BENTON, MO",MO,NO COUNTY NAME,1,D,A,END,"	20000508",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:18,Y,"BLACK HILLS ENERGY ARKANSAS, INC.","	","	0000030481",Y,C001693,"	79033","ASSOC. NATURAL - BENTON, MO"
79037,HEAD OF FREEHOLD LATERAL - MAINLINE,NJ,MIDDLESEX,3,D,A,STA,"	20031001",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:47,Y,NEW JERSEY NATURAL GAS COMPANY,"	061843553",,N,,,
79039,DYNEGY FAYETTE LATERAL,PA,FAYETTE,2,D,A,STA,"	20021201",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:34,Y,"DYNEGY FAYETTE II, LLC","	118028500",,N,,,
79040,DYNEGY HANGING ROCK LATERAL,OH,SCIOTO,2,D,A,STA,"	20021201",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:28,Y,"DYNEGY HANGING ROCK II, LLC","	118028039",,N,,,
79041,"T & F EXPLORATION, LP. ACCT. POINT - REC FOR 72533",PA,SOMERSET,2,R,A,STA,"	19860701",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:36,Y,"T&F EXPLORATION, LP","	035421606",,N,,,
79044,"SLIGO GAS PLANT, LA - ACCOUNTING POINT",LA,BOSSIER,ETX,D,A,STA,"	20090616",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:06,N,,"	",,N,,,
79046,STRATTON RIDGE EXTENSION (MAINLINE),TX,BRAZORIA,STX,D,A,STA,"	20190319",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:46:57,N,,"	",,N,,,
79047,STRATTON RIDGE EXTENSION (LATERAL),TX,BRAZORIA,STX,R,A,STA,"	20191224",,"	007932908","Texas Eastern Transmission, LP",C000094,20191213 15:46:02,N,,"	",,N,,,
79050,OHIO PIPELINE ENERGY NETWORK (MAINLINE),OH,JEFFERSON,2,R,A,STA,"	20151120",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:31,N,,"	",,N,,,
79051,OHIO PIPELINE ENERGY NETWORK (LATERAL),OH,JEFFERSON,2,D,A,STA,"	20151120",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:31,N,,"	",,N,,,
79073,"SHELL OFFSHORE, WD 143, -LAO",LA,WEST DELTA-SOUTH,ELA,D,A,STA,"	20190201",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:00,Y,"SHELL OFFSHORE, INC.","	082812637",,N,,,
79108,"LATERAL 10-S - RELIANT ENERGY - CHOCTAW CO., MS",MS,CHOCTAW,1,R,A,OTH,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20191104 08:20:39,N,,"	",,N,,,
79109,"LATERAL 10-S - RELIANT ENERGY - CHOCTAW CO., MS - MAINLINE",MS,CHOCTAW,1,D,A,STA,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20191104 08:21:10,N,,"	",,N,,,
79113,LATERAL 10-R - DENA WASHINGTON CO. POWER PLANT,OH,WASHINGTON,2,R,A,OTH,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:29,N,,"	",,N,,,
79114,LATERAL 10-R - DENA WASHINGTON CO. POWER PLANT - MAINLINE,OH,WASHINGTON,2,D,A,OTH,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:29,N,,"	",,N,,,
79117,LINE 24 - LEIDY LINE,PA,CLINTON,3,R,A,STA,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:42,N,,"	",,N,,,
79119,LINE 24 - LEIDY LINE - MAINLINE,PA,CLINTON,3,D,A,STA,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:42,N,,"	",,N,,,
79122,LATERAL 2-V - RELIANT ENERGY HUNTERSTOWN,PA,ADAMS,3,R,A,STA,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:42,N,,"	",,N,,,
79123,LATERAL 2-V - RELIANT ENERGY HUNTERSTOWN - MAINLINE,PA,ADAMS,3,D,A,OTH,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:36,N,,"	",,N,,,
79140,LATERAL 10-T - DYNEGY FAYETTE - MAINLINE,PA,FAYETTE,2,D,A,STA,"	20021201",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:34,Y,"DYNEGY FAYETTE II, LLC","	118028500",,N,,,
79141,LATERAL 10-U - DYNEGY HANGING ROCK - MAINLINE,OH,SCIOTO,2,D,A,STA,"	20021201",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:28,Y,"DYNEGY HANGING ROCK II, LLC","	118028039",,N,,,
79144,PHILADELPHIA LATERAL,PA,CHESTER,3,D,A,STA,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20200831 10:39:08,N,,"	",,N,,,
79145,CHESTER LATERAL,PA,DELAWARE,3,D,A,STA,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:44,N,,"	",,N,,,
79146,CHESTER LATERAL - MAINLINE,PA,DELAWARE,3,D,A,STA,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:43,N,,"	",,N,,,
79147,IRONWOOD LATERAL,PA,LEBANON,3,R,A,STA,"	20000915",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 17:30:09,N,,"	",,N,,,
79148,FREEHOLD LATERAL,NJ,MIDDLESEX,3,R,A,STA,"	20031001",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:47,Y,NJR ENERGY SERVICES COMPANY,"	025715165",,N,,,
79149,ACCIDENT LATERAL,PA,FAYETTE,2,D,A,STA,"	20030901",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:42,N,,"	",,N,,,
79152,HOT SPRING LATERAL (MAINLINE),AR,HOT SPRING,ETX,D,A,STA,"	20110616",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 17:30:53,N,,"	",,N,,,
79153,HEAD OF HOT SPRING LATERAL,AR,HOT SPRING,ETX,R,A,STA,"	20110616",,"	007932908","Texas Eastern Transmission, LP",C000094,20200825 17:31:24,N,,"	",,N,,,
79154,DOWNSTREAM LINDEN BALANCING POINT,NJ,UNION,3,D,A,STA,"	20130123",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:49,N,,"	",,N,,,
79166,DCP ACCOUNTING POINT,TX,LAVACA,STX,R,A,STA,"	20011128",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:46:55,Y,"DCP OPERATING COMPANY, LP","	","	0000030747",N,,,
79263,DENA VERMILLION PLANT DELIVERY POINT,IN,VERMILLION,2,D,A,END,"	20000522",,"	007932908","Texas Eastern Transmission, LP",C000094,20190723 15:42:32,Y,"DUKE ENERGY INDIANA, INC","	006939540",,N,,,
79501,STX SERVICE POINT,TX,JEFFERSON,STX,R,A,PPT,"	19930601",,"	007932908","Texas Eastern Transmission, LP",C000094,20190717 06:47:01,N,,"	",,N,,,
